Occupation,Monthly Income,Credit Score,Years of Experience,Finance Status,Finance History,Car,Number of Children,Age,Gender,Education Level,Job Title,Salary
Plumber,"$2,700 ",620,1,Unstable,Late payments,No,0,24,Male,Bachelor's,Junior Developer,45000
Plumber,"$2,700 ",620,1,Unstable,Late payments,No,0,26,Female,Bachelor's,Customer Success Rep,40000
Plumber,"$2,700 ",620,1,Unstable,Late payments,No,0,26,Male,Bachelor's,Junior Accountant,40000
Plumber,"$2,700 ",620,1,Unstable,Late payments,No,0,26,Male,Bachelor's,Junior Software Developer,35000
Plumber,"$2,700 ",620,1,Unstable,Late payments,No,0,27,Male,Bachelor's,Junior Sales Representative,35000
Plumber,"$2,700 ",620,1,Unstable,Late payments,No,0,28,Female,Bachelor's,Junior Operations Manager,35000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,29,Male,Bachelor's,Marketing Analyst,35000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,27,Male,Bachelor's,Customer Service Rep,55000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,30,Male,Bachelor's,IT Support,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,27,Male,Bachelor's,Technical Writer,50000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,28,Female,Bachelor's,Copywriter,45000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,27,Female,Master's,UX Researcher,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,28,Male,Bachelor's,Technical Support Specialist,65000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,29,Female,Bachelor's,Junior Designer,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,27,Male,Bachelor's,Junior Account Manager,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,28,Male,Bachelor's,Customer Success Manager,45000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,26,Male,Bachelor's,Junior Accountant,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,28,Male,Bachelor's,Junior Business Analyst,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,26,Male,Bachelor's,Junior Customer Support Specialist,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,28,Male,Bachelor's,Junior Software Engineer,35000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,29,Male,Bachelor's,Junior Marketing Coordinator,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,29,Female,Bachelor's,Junior Sales Representative,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,27,Male,Bachelor's,Junior Product Manager,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,28,Male,Bachelor's,Junior Business Analyst,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,28,Male,Bachelor's,Junior Business Development Associate,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,28,Male,Bachelor's,Junior Financial Analyst,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,28,Male,Bachelor's,Junior Business Development Associate,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,30,Male,Bachelor's,Junior Business Analyst,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,29,Female,Bachelor's,Junior Marketing Specialist,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,30,Female,Bachelor's,Junior Operations Coordinator,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,30,Female,Bachelor's,Junior HR Coordinator,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,29,Female,Bachelor's,Junior Marketing Analyst,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,29,Female,Bachelor's,Junior Project Manager,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,29,Female,Bachelor's,Junior Project Manager,40000
Social Worker,"$3,600 ",670,2,Unstable,Missed payments in the past,No,3,29,Female,Bachelor's,Junior Project Manager,40000
Data Scientist,"$9,200 ",820,6,Stable,No significant issues,Yes,2,35,Male,Bachelor's,Financial Analyst,40000
Data Scientist,"$9,200 ",820,6,Stable,No significant issues,Yes,2,33,Male,Master's,Product Designer,65000
Data Scientist,"$9,200 ",820,6,Stable,No significant issues,Yes,2,33,Male,Bachelor's,Web Developer,90000
Data Scientist,"$9,200 ",820,6,Stable,No significant issues,Yes,2,32,Male,Master's,Senior Software Engineer,65000
Data Scientist,"$9,200 ",820,6,Stable,No significant issues,Yes,2,31,Female,Bachelor's,Marketing Coordinator,100000
Data Scientist,"$9,200 ",820,6,Stable,No significant issues,Yes,2,32,Male,Master's,Senior Business Analyst,55000
Data Scientist,"$9,200 ",820,6,Stable,No significant issues,Yes,2,31,Male,Master's,Senior Financial Analyst,90000
Data Scientist,"$9,200 ",820,6,Stable,No significant issues,Yes,2,33,Female,Master's,Senior Financial Analyst,95000
Data Scientist,"$9,200 ",820,6,Stable,No significant issues,Yes,2,34,Female,Master's,Senior Financial Advisor,95000
Data Scientist,"$9,200 ",820,6,Stable,No significant issues,Yes,2,34,Female,Bachelor's,Junior Marketing Analyst,100000
Data Scientist,"$9,200 ",820,6,Stable,No significant issues,Yes,2,34,Female,Master's,Senior Financial Advisor,70000
Data Scientist,"$9,200 ",820,6,Stable,No significant issues,Yes,2,34,Female,Master's,Senior Financial Advisor,100000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,29,Male,Bachelor's,Marketing Analyst,80000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,27,Male,Bachelor's,Customer Service Rep,55000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,30,Male,Bachelor's,IT Support,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,27,Male,Bachelor's,Technical Writer,50000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,28,Female,Bachelor's,Copywriter,45000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,27,Female,Master's,UX Researcher,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,28,Male,Bachelor's,Technical Support Specialist,65000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,29,Female,Bachelor's,Junior Designer,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,27,Male,Bachelor's,Junior Account Manager,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,28,Male,Bachelor's,Customer Success Manager,45000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,26,Male,Bachelor's,Junior Accountant,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,28,Male,Bachelor's,Junior Business Analyst,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,26,Male,Bachelor's,Junior Customer Support Specialist,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,28,Male,Bachelor's,Junior Software Engineer,35000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,29,Male,Bachelor's,Junior Marketing Coordinator,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,29,Female,Bachelor's,Junior Sales Representative,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,27,Male,Bachelor's,Junior Product Manager,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,28,Male,Bachelor's,Junior Business Analyst,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,28,Male,Bachelor's,Junior Business Development Associate,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,28,Male,Bachelor's,Junior Financial Analyst,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,28,Male,Bachelor's,Junior Business Development Associate,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,30,Male,Bachelor's,Junior Business Analyst,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,29,Female,Bachelor's,Junior Marketing Specialist,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,30,Female,Bachelor's,Junior Operations Coordinator,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,30,Female,Bachelor's,Junior HR Coordinator,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,29,Female,Bachelor's,Junior Marketing Analyst,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,29,Female,Bachelor's,Junior Project Manager,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,29,Female,Bachelor's,Junior Project Manager,40000
Chef,"$3,100 ",650,2,Unstable,Missed payments in the past,No,1,29,Female,Bachelor's,Junior Project Manager,40000
Customer Service,"$2,500 ",600,1,Unstable,Missed payments in the past,No,0,26,Female,Bachelor's,Marketing Coordinator,40000
Customer Service,"$2,500 ",600,1,Unstable,Missed payments in the past,No,0,24,Male,Bachelor's,Junior Developer,45000
Customer Service,"$2,500 ",600,1,Unstable,Missed payments in the past,No,0,26,Female,Bachelor's,Customer Success Rep,40000
Customer Service,"$2,500 ",600,1,Unstable,Missed payments in the past,No,0,26,Male,Bachelor's,Junior Accountant,40000
Customer Service,"$2,500 ",600,1,Unstable,Missed payments in the past,No,0,26,Male,Bachelor's,Junior Software Developer,35000
Customer Service,"$2,500 ",600,1,Unstable,Missed payments in the past,No,0,27,Male,Bachelor's,Junior Sales Representative,35000
Customer Service,"$2,500 ",600,1,Unstable,Missed payments in the past,No,0,28,Female,Bachelor's,Junior Operations Manager,35000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,36,Female,Bachelor's,Administrative Assistant,35000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,34,Male,Master's,Business Development Manager,45000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,36,Male,Bachelor's,Technical Recruiter,90000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,35,Male,Master's,Product Marketing Manager,70000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,34,Male,Master's,Senior Software Developer,95000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,34,Male,Bachelor's,Senior Business Analyst,105000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,36,Female,Bachelor's,Senior Marketing Specialist,90000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,35,Female,Bachelor's,Senior Marketing Analyst,85000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,35,Male,Bachelor's,Senior Operations Analyst,85000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,36,Male,Bachelor's,Senior Operations Manager,85000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,35,Female,Bachelor's,Senior Marketing Analyst,95000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,36,Male,Bachelor's,Senior Marketing Specialist,85000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,37,Male,Bachelor's,Senior Financial Analyst,95000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,36,Male,Bachelor's,Senior Product Manager,90000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,35,Female,Bachelor's,Senior Marketing Analyst,95000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,36,Male,Bachelor's,Senior Business Analyst,85000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,35,Female,Bachelor's,Senior Marketing Analyst,95000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,36,Male,Bachelor's,Senior Marketing Specialist,85000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,36,Female,Bachelor's,Senior Marketing Manager,95000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,35,Female,Bachelor's,Senior Financial Manager,95000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,35,Female,Bachelor's,Senior Marketing Analyst,90000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,36,Male,Bachelor's,Senior Business Development Manager,85000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,36,Female,Bachelor's,Senior Marketing Manager,110000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,35,Female,Bachelor's,Senior Financial Manager,95000
Veterinarian,"$7,000 ",750,8,Stable,No significant issues,Yes,2,35,Female,Bachelor's,Senior Marketing Analyst,90000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,28,Female,Master's,Data Analyst,85000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,29,Male,Master's,Software Developer,65000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,28,Female,Bachelor's,Social Media Specialist,75000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,29,Male,Master's,Data Scientist,45000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,30,Male,Bachelor's,Network Engineer,75000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,29,Female,Bachelor's,Graphic Designer,60000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,29,Male,Bachelor's,Marketing Analyst,50000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,30,Female,Bachelor's,Content Marketing Manager,50000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,29,Female,Bachelor's,Sales Associate,55000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,30,Female,Bachelor's,Digital Content Producer,40000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,29,Female,Bachelor's,Junior HR Generalist,50000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,29,Male,Bachelor's,Junior Web Designer,45000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,29,Female,Bachelor's,Junior Recruiter,45000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,30,Female,Bachelor's,Junior Copywriter,45000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,30,Female,Bachelor's,Junior Social Media Manager,45000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,30,Male,Bachelor's,Junior Advertising Coordinator,45000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,31,Female,Bachelor's,Junior Social Media Specialist,45000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,30,Male,Bachelor's,Junior Marketing Specialist,45000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,32,Male,Bachelor's,Junior Sales Representative,45000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,31,Male,Bachelor's,Junior Financial Analyst,45000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,31,Female,Bachelor's,Junior Marketing Coordinator,50000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,31,Male,Bachelor's,Junior Operations Analyst,50000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,31,Male,Bachelor's,Junior Project Manager,50000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,31,Male,Bachelor's,Junior Operations Analyst,55000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,32,Male,Bachelor's,Junior Marketing Coordinator,50000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,31,Female,Bachelor's,Junior Business Development Associate,55000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,31,Female,Bachelor's,Junior Financial Analyst,50000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,31,Male,Bachelor's,Junior Marketing Coordinator,50000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,31,Female,Bachelor's,Junior Business Development Associate,55000
Graphic Designer,"$3,500 ",680,3,Stable,No significant issues,No,0,31,Female,Bachelor's,Junior Financial Analyst,50000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,36,Female,Bachelor's,Sales Associate,50000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,33,Female,Master's,Marketing Manager,60000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,35,Female,Bachelor's,HR Generalist,90000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,33,Male,Master's,Business Intelligence Analyst,60000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,35,Male,Master's,Product Manager,85000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,33,Male,Bachelor's,Business Analyst,105000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,36,Male,Bachelor's,IT Support Specialist,75000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,36,Male,Bachelor's,Junior Data Analyst,60000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,33,Male,Master's,Senior Operations Manager,60000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,35,Male,Bachelor's,Senior Marketing Coordinator,115000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,35,Male,Bachelor's,Senior Operations Analyst,80000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,34,Male,Bachelor's,Senior Product Manager,85000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,36,Male,Bachelor's,Senior Accountant,95000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,33,Male,Bachelor's,Senior Product Development Manager,90000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,35,Male,Bachelor's,Senior Business Development Manager,100000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,34,Male,Bachelor's,Senior Operations Coordinator,90000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,34,Male,Bachelor's,Senior Operations Coordinator,90000
Architect,8.5k USD,790,7,Stable,No significant issues,Yes,3,34,Male,Bachelor's,Senior Operations Coordinator,90000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,29,Male,Bachelor's,Marketing Analyst,90000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,27,Male,Bachelor's,Customer Service Rep,55000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,30,Male,Bachelor's,IT Support,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,27,Male,Bachelor's,Technical Writer,50000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,28,Female,Bachelor's,Copywriter,45000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,27,Female,Master's,UX Researcher,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Technical Support Specialist,65000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Designer,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,27,Male,Bachelor's,Junior Account Manager,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Customer Success Manager,45000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,26,Male,Bachelor's,Junior Accountant,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Business Analyst,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,26,Male,Bachelor's,Junior Customer Support Specialist,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Software Engineer,35000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,29,Male,Bachelor's,Junior Marketing Coordinator,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Sales Representative,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,27,Male,Bachelor's,Junior Product Manager,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Business Analyst,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Business Development Associate,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Financial Analyst,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,28,Male,Bachelor's,Junior Business Development Associate,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,30,Male,Bachelor's,Junior Business Analyst,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Marketing Specialist,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,30,Female,Bachelor's,Junior Operations Coordinator,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,30,Female,Bachelor's,Junior HR Coordinator,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Marketing Analyst,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Project Manager,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Project Manager,40000
Chef,"$3,200 ",630,2,Unstable,Missed payments in the past,No,2,29,Female,Bachelor's,Junior Project Manager,40000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,31,Male,Bachelor's,Sales Manager,40000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,31,Female,Bachelor's,Accountant,80000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,30,Female,Bachelor's,Social Media Manager,55000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,32,Female,Bachelor's,Marketing Coordinator,55000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,30,Female,Bachelor's,Junior Marketing Manager,50000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,31,Male,Bachelor's,Junior Project Manager,50000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,31,Female,Bachelor's,Junior HR Coordinator,60000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,31,Male,Bachelor's,Junior Accountant,50000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,31,Male,Bachelor's,Junior HR Generalist,50000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,33,Male,Bachelor's,Junior Operations Manager,50000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,32,Female,Bachelor's,Junior Marketing Manager,60000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,33,Male,Bachelor's,Junior Business Analyst,60000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,32,Male,Bachelor's,Junior Product Manager,60000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,33,Male,Bachelor's,Junior Financial Analyst,65000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,33,Male,Bachelor's,Junior Business Analyst,60000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,32,Male,Bachelor's,Junior Financial Advisor,60000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,33,Male,Bachelor's,Junior Product Manager,65000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,33,Male,Bachelor's,Junior Business Analyst,60000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,33,Male,Bachelor's,Junior Product Manager,60000
Web Designer,"$4,800 ",710,4,Stable,No significant issues,No,1,33,Male,Bachelor's,Junior Business Analyst,60000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,28,Female,Master's,Data Analyst,60000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,29,Male,Master's,Software Developer,65000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,28,Female,Bachelor's,Social Media Specialist,75000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,29,Male,Master's,Data Scientist,45000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,30,Male,Bachelor's,Network Engineer,75000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,29,Female,Bachelor's,Graphic Designer,60000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,29,Male,Bachelor's,Marketing Analyst,50000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,30,Female,Bachelor's,Content Marketing Manager,50000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,29,Female,Bachelor's,Sales Associate,55000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,30,Female,Bachelor's,Digital Content Producer,40000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,29,Female,Bachelor's,Junior HR Generalist,50000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,29,Male,Bachelor's,Junior Web Designer,45000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,29,Female,Bachelor's,Junior Recruiter,45000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,30,Female,Bachelor's,Junior Copywriter,45000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,30,Female,Bachelor's,Junior Social Media Manager,45000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,30,Male,Bachelor's,Junior Advertising Coordinator,45000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,31,Female,Bachelor's,Junior Social Media Specialist,45000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,30,Male,Bachelor's,Junior Marketing Specialist,45000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,32,Male,Bachelor's,Junior Sales Representative,45000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,31,Male,Bachelor's,Junior Financial Analyst,45000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,31,Female,Bachelor's,Junior Marketing Coordinator,50000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,31,Male,Bachelor's,Junior Operations Analyst,50000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,31,Male,Bachelor's,Junior Project Manager,50000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,31,Male,Bachelor's,Junior Operations Analyst,55000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,32,Male,Bachelor's,Junior Marketing Coordinator,50000
Insurance Agent,"$4,200 ",680,3,Stable,No significant issues,Yes,0,31,Female,Bachelor's,Junior Business Development Associate,55000
